AUPRC,ROC_AUC,F1,Precision,Recall,TN,FP,FN,TP,Cost,Model,Params,AttnMean,AttnStd
0.9491,0.9966,0.9279,0.9364,0.9196,22494,7,9,103,97,FTT-Softmax-BCE,203841,0.03341515362262726,0.004080208484083414
