AUPRC,ROC_AUC,F1,Precision,Recall,TN,FP,FN,TP,Cost,Model,Params,AttnMean,AttnStd
0.9126,0.9859,0.9266,0.9528,0.9018,22496,5,11,101,115,FTT-Softmax,203841,0.03330595791339874,0.0012538430746644735
