AUPRC,ROC_AUC,F1,Precision,Recall,TN,FP,FN,TP,Cost,Model,Params,AttnMean,AttnStd
0.9384,0.9907,0.9279,0.9364,0.9196,22494,7,9,103,97,FTT-Sparsemax,203841,0.03361142799258232,0.009417113848030567
